Customer,State,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
GU66096,Arizona,Basic,High School or Below,Employed,M,94731,Suburban,Married,67,23,65,0,4,Personal L2,Agent,321.6,Four-Door Car,Medsize
UC33108,California,Extended,Bachelor,Employed,M,32375,Suburban,Married,83,17,83,0,6,Personal L1,Agent,398.4,Four-Door Car,Small
XW90265,Arizona,Basic,Bachelor,Employed,F,81676,Suburban,Married,72,21,86,0,8,Personal L2,Agent,463.158502,Two-Door Car,Small
UI64281,Nevada,Basic,Master,Medical Leave,F,20832,Rural,Married,65,8,32,0,2,Personal L3,Call Center,56.371967,Two-Door Car,Medsize
AE98193,Washington,Basic,High School or Below,Unemployed,M,0,Suburban,Single,113,19,10,0,7,Personal L1,Branch,813.6,SUV,Medsize
AZ74055,Oregon,Premium,High School or Below,Employed,M,52405,Suburban,Married,103,2,27,0,1,Personal L3,Call Center,494.4,Four-Door Car,Medsize
XS76911,Arizona,Extended,High School or Below,Unemployed,F,0,Suburban,Married,133,3,89,0,1,Personal L3,Agent,795.864079,Sports Car,Small
AY40674,Washington,Extended,Bachelor,Employed,F,26583,Suburban,Married,128,6,46,4,1,Personal L2,Agent,614.4,SUV,Medsize
DJ51510,Arizona,Premium,High School or Below,Employed,F,70435,Rural,Married,116,0,50,0,4,Personal L3,Agent,67.881546,Four-Door Car,Medsize
VM58985,California,Extended,College,Unemployed,M,0,Suburban,Single,76,33,36,2,2,Personal L3,Branch,402.636829,Two-Door Car,Medsize
OH60605,Oregon,Extended,High School or Below,Employed,F,39679,Suburban,Married,92,2,85,0,1,Personal L3,Branch,641.388616,Two-Door Car,Medsize
UO98052,Nevada,Extended,College,Unemployed,M,0,Urban,Single,89,13,45,0,5,Personal L2,Web,342.481173,Four-Door Car,Medsize
NC53424,California,Basic,Bachelor,Unemployed,M,0,Suburban,Married,69,21,70,4,3,Personal L2,Web,331.2,Two-Door Car,Medsize
LQ13873,Nevada,Basic,High School or Below,Employed,M,53565,Suburban,Married,71,27,34,1,6,Personal L3,Agent,340.8,Four-Door Car,Small
LA97014,Washington,Basic,Bachelor,Employed,M,37574,Suburban,Married,66,19,14,1,1,Personal L1,Agent,412.101933,Two-Door Car,Medsize
NB79936,Washington,Premium,Bachelor,Employed,M,48259,Rural,Single,108,14,79,0,3,Personal L2,Branch,73.700573,Two-Door Car,Medsize
NT89061,Arizona,Extended,High School or Below,Employed,F,78532,Suburban,Married,78,25,87,0,3,Personal L3,Call Center,374.4,Four-Door Car,Medsize
ZG48513,California,Basic,Bachelor,Unemployed,M,0,Suburban,Single,72,0,86,0,7,Personal L2,Agent,345.6,Four-Door Car,Medsize
JQ59145,California,Basic,High School or Below,Unemployed,M,0,Suburban,Married,114,9,72,1,5,Personal L1,Agent,722.024742,Sports Car,Medsize
FE84989,Washington,Basic,College,Employed,M,72672,Urban,Married,63,7,39,0,5,Personal L2,Call Center,259.361117,Four-Door Car,Large
JT52858,Oregon,Premium,Bachelor,Employed,F,99002,Suburban,Married,112,33,75,1,8,Personal L1,Branch,537.6,Four-Door Car,Medsize
MC62068,California,Extended,High School or Below,Employed,M,79494,Urban,Married,91,19,30,0,3,Personal L2,Agent,396.295614,Four-Door Car,Large
EU27538,Oregon,Extended,Master,Employed,M,35704,Rural,Married,225,21,35,0,8,Personal L3,Branch,358.281562,Luxury Car,Medsize
US23612,Oregon,Premium,High School or Below,Disabled,F,26049,Rural,Married,118,17,6,0,6,Personal L2,Call Center,121.032372,Two-Door Car,Large
RK96223,California,Basic,College,Employed,M,52369,Suburban,Married,110,34,49,1,2,Personal L3,Agent,528,SUV,Medsize
FM46980,Arizona,Basic,College,Employed,M,41770,Suburban,Married,72,0,60,0,9,Personal L1,Branch,476.156957,Four-Door Car,Small
RF61565,California,Basic,College,Employed,M,31911,Suburban,Married,67,33,27,0,1,Personal L3,Agent,321.6,Four-Door Car,Medsize
VI14730,Oregon,Basic,High School or Below,Retired,M,19683,Suburban,Married,117,17,41,1,9,Personal L2,Web,561.6,Sports Car,Medsize
YR34119,Washington,Basic,College,Employed,F,30916,Rural,Married,112,7,65,0,2,Personal L1,Agent,200.11606,SUV,Small
RR77985,Oregon,Extended,Bachelor,Unemployed,F,0,Suburban,Single,80,24,95,0,1,Personal L1,Call Center,676.944023,Four-Door Car,Medsize
TM23514,Oregon,Extended,College,Employed,M,60145,Urban,Single,132,8,28,0,3,Personal L3,Web,580.473259,SUV,Medsize
MQ68407,Oregon,Premium,Bachelor,Employed,F,63774,Rural,Divorced,111,18,63,0,1,Personal L3,Agent,60.036683,Four-Door Car,Medsize
FY56083,Oregon,Basic,Bachelor,Employed,M,37057,Rural,Married,61,5,48,1,6,Personal L2,Agent,47.53101,Four-Door Car,Small
UA94723,Oregon,Basic,High School or Below,Employed,F,58577,Urban,Married,110,6,62,0,1,Personal L3,Agent,303.872752,SUV,Medsize
DE34457,Oregon,Basic,Doctor,Employed,F,70602,Urban,Married,116,8,47,0,3,Personal L3,Call Center,481.339891,SUV,Small
HH30454,Oregon,Premium,Bachelor,Unemployed,M,0,Suburban,Single,153,7,75,0,2,Personal L3,Branch,1101.6,SUV,Medsize
QA17596,California,Extended,Bachelor,Employed,F,60068,Suburban,Married,98,17,75,0,1,Personal L3,Agent,470.4,Two-Door Car,Small
XI41052,California,Extended,Bachelor,Employed,F,50044,Suburban,Single,139,16,14,0,1,Personal L2,Call Center,667.2,SUV,Medsize
DI30528,California,Basic,Master,Employed,F,36650,Rural,Married,69,2,70,1,1,Personal L3,Web,56.60333,Four-Door Car,Large
EN61670,Arizona,Basic,Doctor,Employed,F,68931,Urban,Married,66,32,30,0,7,Personal L1,Branch,309.577946,Four-Door Car,Medsize
BQ51587,California,Basic,College,Unemployed,F,0,Suburban,Single,73,1,22,0,5,Personal L2,Call Center,365.364581,Four-Door Car,Medsize
JE21522,California,Extended,Bachelor,Employed,M,39266,Suburban,Married,80,33,31,0,2,Personal L2,Branch,384,Four-Door Car,Medsize
WS47147,California,Basic,College,Unemployed,M,0,Suburban,Married,102,35,48,0,2,Personal L3,Branch,489.6,SUV,Medsize
ZA64638,Nevada,Extended,High School or Below,Unemployed,F,0,Suburban,Single,98,24,11,1,2,Personal L2,Web,705.6,Four-Door Car,Small
QW87316,Oregon,Basic,College,Employed,F,39035,Urban,Divorced,68,15,65,0,1,Personal L2,Agent,244.564334,Four-Door Car,Medsize
IC43478,California,Extended,Bachelor,Employed,M,34923,Suburban,Single,98,23,82,0,2,Personal L1,Call Center,639.105556,Two-Door Car,Medsize
TE34064,California,Basic,High School or Below,Unemployed,M,0,Suburban,Single,63,1,56,0,1,Personal L3,Agent,453.6,Four-Door Car,Medsize
YM18992,California,Basic,College,Employed,F,24506,Suburban,Divorced,71,7,47,0,1,Personal L1,Agent,511.2,Two-Door Car,Medsize
PD55753,Oregon,Extended,High School or Below,Unemployed,M,0,Suburban,Married,82,25,63,0,2,Personal L1,Call Center,554.522969,Four-Door Car,Medsize
KU56006,Arizona,Basic,College,Employed,F,52220,Suburban,Married,70,17,42,1,5,Personal L2,Call Center,336,Four-Door Car,Small
MJ69973,Arizona,Basic,High School or Below,Unemployed,M,0,Suburban,Married,74,17,73,0,1,Personal L3,Call Center,402.449823,Two-Door Car,Medsize
TW43626,California,Basic,College,Employed,M,53554,Suburban,Married,67,6,5,0,2,Personal L2,Agent,327.020539,Four-Door Car,Large
ZW84453,Arizona,Basic,Bachelor,Unemployed,F,0,Rural,Married,70,1,11,0,5,Personal L2,Web,131.401291,Four-Door Car,Medsize
HO29524,California,Extended,College,Employed,M,68205,Rural,Married,76,35,14,0,1,Personal L1,Branch,99.382943,Two-Door Car,Medsize
VE89726,California,Basic,High School or Below,Unemployed,F,0,Suburban,Single,119,6,48,1,8,Personal L1,Branch,856.8,SUV,Medsize
GE87503,California,Premium,High School or Below,Employed,M,53690,Suburban,Married,154,20,97,0,2,Personal L3,Call Center,739.2,SUV,Small
PX90263,Oregon,Basic,High School or Below,Unemployed,M,0,Suburban,Single,72,2,22,0,5,Personal L3,Branch,518.4,Four-Door Car,Medsize
NI17718,California,Basic,High School or Below,Unemployed,F,0,Suburban,Single,61,28,31,0,1,Personal L3,Web,292.8,Four-Door Car,Medsize
FY32213,California,Basic,High School or Below,Employed,F,74454,Suburban,Single,71,25,29,0,3,Personal L3,Call Center,340.8,Four-Door Car,Medsize
RZ13254,Nevada,Basic,Bachelor,Unemployed,F,0,Suburban,Single,73,23,91,0,2,Personal L1,Branch,350.4,Four-Door Car,Large
GN45013,Oregon,Basic,High School or Below,Medical Leave,M,29664,Suburban,Married,71,1,69,0,3,Personal L1,Agent,340.8,Four-Door Car,Medsize
UB16654,Washington,Basic,Master,Disabled,M,15680,Urban,Divorced,64,20,29,0,8,Personal L3,Web,260.879903,Four-Door Car,Medsize
KU84464,Nevada,Extended,Bachelor,Employed,F,47272,Rural,Married,79,17,17,3,2,Personal L3,Call Center,64.546877,Four-Door Car,Medsize
RO30676,California,Premium,College,Disabled,F,23827,Rural,Married,106,18,77,2,3,Personal L3,Agent,37.910623,Four-Door Car,Medsize
HR85211,Washington,Basic,Master,Employed,F,89879,Rural,Married,63,17,20,0,3,Personal L3,Web,94.030308,Two-Door Car,Medsize
UV54502,Washington,Basic,High School or Below,Unemployed,F,0,Suburban,Married,69,9,89,0,1,Personal L3,Branch,331.2,Four-Door Car,Large
WB38524,California,Basic,High School or Below,Employed,M,46131,Suburban,Married,74,27,28,0,1,Personal L3,Branch,355.2,Two-Door Car,Small
CE56187,Oregon,Basic,Master,Employed,F,54514,Urban,Divorced,109,5,36,3,1,Personal L2,Branch,286.234931,SUV,Medsize
JL19416,California,Premium,High School or Below,Unemployed,F,0,Suburban,Single,161,29,1,0,1,Personal L3,Agent,1159.2,SUV,Medsize
JZ61422,Nevada,Basic,College,Employed,F,96668,Suburban,Single,66,2,95,0,3,Personal L2,Agent,316.8,Four-Door Car,Medsize
LA13377,California,Basic,Doctor,Employed,M,78879,Suburban,Married,69,9,67,1,4,Personal L3,Call Center,466.570791,Four-Door Car,Small
NC99948,Nevada,Basic,College,Unemployed,M,0,Suburban,Single,69,21,86,0,2,Personal L1,Call Center,331.2,Four-Door Car,Medsize
QD34785,Arizona,Extended,Bachelor,Unemployed,F,0,Suburban,Married,76,8,44,0,3,Personal L1,Agent,364.8,Four-Door Car,Small
RO26085,California,Basic,Bachelor,Unemployed,F,0,Suburban,Single,112,28,30,0,2,Personal L2,Agent,1252.406235,Sports Car,Large
ES57969,Oregon,Basic,Bachelor,Medical Leave,M,29735,Suburban,Single,69,3,92,0,1,Personal L2,Agent,331.2,Four-Door Car,Medsize
BI76326,California,Premium,College,Employed,F,52135,Urban,Single,156,6,86,0,9,Personal L3,Call Center,430.505942,SUV,Small
OJ90342,Oregon,Basic,Bachelor,Employed,F,29486,Rural,Married,62,19,73,0,1,Personal L3,Web,7.646763,Four-Door Car,Medsize
JJ97525,California,Basic,Bachelor,Employed,M,25632,Suburban,Married,63,27,52,0,7,Personal L1,Call Center,351.270869,Two-Door Car,Medsize
XV21647,California,Basic,High School or Below,Unemployed,F,0,Suburban,Single,112,7,42,0,9,Personal L1,Branch,806.4,Sports Car,Medsize
BL90769,California,Basic,Bachelor,Employed,F,33190,Suburban,Divorced,106,18,95,0,2,Personal L3,Web,508.8,SUV,Medsize
CR57148,Oregon,Basic,Master,Employed,F,47945,Rural,Married,74,32,39,0,3,Personal L3,Branch,128.43823,Two-Door Car,Medsize
YL74732,California,Basic,High School or Below,Disabled,F,15192,Suburban,Married,100,1,7,0,1,Personal L2,Web,480,SUV,Medsize
FG16766,California,Premium,Bachelor,Employed,F,51859,Suburban,Married,171,0,21,0,1,Personal L2,Branch,1003.160633,SUV,Medsize
NV55438,Nevada,Basic,High School or Below,Retired,F,23422,Suburban,Single,72,25,76,0,3,Personal L3,Agent,518.4,Two-Door Car,Medsize
GL56175,Arizona,Extended,College,Employed,M,79298,Urban,Married,90,22,2,0,1,Personal L1,Call Center,244.362072,Four-Door Car,Medsize
LL45497,Washington,Basic,College,Employed,F,67282,Suburban,Married,62,29,27,0,1,Personal L2,Web,297.6,Two-Door Car,Medsize
BC62782,Arizona,Basic,College,Employed,F,48534,Suburban,Married,115,29,79,1,2,Personal L3,Call Center,552,SUV,Small
YM57893,Washington,Premium,Doctor,Employed,M,77678,Suburban,Married,116,32,81,0,1,Personal L2,Call Center,741.418485,Two-Door Car,Small
JP30654,Oregon,Basic,College,Employed,F,48412,Suburban,Single,104,15,23,0,2,Personal L3,Agent,707.430832,SUV,Medsize
EN60878,Oregon,Extended,Bachelor,Disabled,M,23712,Urban,Single,85,2,20,0,3,Personal L2,Branch,376.126419,Four-Door Car,Medsize
JF36291,California,Basic,College,Retired,M,28142,Suburban,Married,105,18,50,0,1,Personal L3,Agent,701.708239,Sports Car,Medsize
BK59444,California,Basic,Master,Employed,F,72196,Rural,Single,68,8,61,0,2,Personal L2,Branch,152.184244,Four-Door Car,Medsize
MK70700,California,Basic,Master,Employed,M,68197,Urban,Married,69,1,81,0,3,Personal L1,Branch,176.819414,Four-Door Car,Medsize
AP98768,California,Extended,College,Unemployed,F,0,Suburban,Single,98,9,50,0,2,Personal L1,Agent,941.718054,Four-Door Car,Small
OM24164,Nevada,Basic,Bachelor,Unemployed,M,0,Suburban,Single,65,5,19,1,1,Personal L2,Agent,468,Two-Door Car,Medsize
ZM92052,Oregon,Basic,Bachelor,Employed,M,57099,Rural,Single,67,20,37,0,1,Personal L2,Agent,67.859881,Two-Door Car,Small
QQ90441,Nevada,Premium,High School or Below,Employed,F,59207,Suburban,Single,116,23,21,0,2,Personal L1,Agent,556.8,Four-Door Car,Medsize
HU35721,Oregon,Basic,High School or Below,Employed,M,40171,Suburban,Divorced,73,8,78,0,1,Personal L3,Agent,350.4,Four-Door Car,Medsize
XH85336,Washington,Basic,Bachelor,Employed,M,67798,Suburban,Divorced,69,1,78,0,9,Personal L3,Agent,331.2,Four-Door Car,Medsize
OY74069,Arizona,Basic,College,Unemployed,F,0,Suburban,Single,67,12,67,5,7,Personal L2,Call Center,321.6,Four-Door Car,Medsize
DJ91267,Nevada,Extended,Bachelor,Employed,F,34226,Rural,Married,244,29,22,0,2,Personal L3,Agent,494.395024,Luxury SUV,Small
KB72438,California,Extended,High School or Below,Employed,F,65989,Rural,Married,123,4,43,1,2,Personal L3,Call Center,115.545086,SUV,Medsize
GF65731,California,Basic,Master,Unemployed,F,0,Suburban,Married,113,15,6,0,2,Personal L3,Call Center,799.926741,Sports Car,Large
HB67642,Arizona,Basic,High School or Below,Employed,F,20090,Suburban,Married,109,10,59,0,2,Personal L1,Agent,523.2,Sports Car,Medsize
DP84567,California,Basic,High School or Below,Unemployed,M,0,Suburban,Married,183,6,16,0,2,Personal L1,Agent,878.4,Luxury SUV,Large
VV77534,Oregon,Premium,College,Employed,M,77094,Urban,Married,176,25,29,0,5,Personal L3,Call Center,444.470676,SUV,Medsize
GL67540,California,Basic,College,Employed,F,97413,Urban,Married,73,21,80,0,6,Personal L3,Agent,268.819985,Four-Door Car,Medsize
UK59698,California,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,62,5,31,0,1,Personal L3,Branch,297.6,Two-Door Car,Medsize
OA57352,Arizona,Extended,College,Retired,F,18577,Suburban,Divorced,86,21,76,0,6,Personal L2,Branch,412.8,Four-Door Car,Medsize
VH31965,Washington,Basic,Bachelor,Employed,M,40783,Suburban,Married,67,13,43,1,9,Personal L1,Call Center,321.6,Four-Door Car,Medsize
EM29359,Nevada,Basic,College,Medical Leave,M,17483,Suburban,Married,183,24,63,0,1,Personal L1,Web,1317.6,Luxury Car,Large
SF57173,Oregon,Basic,Master,Employed,M,84394,Suburban,Married,114,9,38,0,1,Personal L3,Agent,691.412378,SUV,Medsize
OT47603,Oregon,Extended,College,Unemployed,M,0,Suburban,Married,127,3,93,0,3,Personal L2,Agent,804.811859,Sports Car,Medsize
SW31412,Oregon,Basic,College,Employed,F,41440,Suburban,Married,62,20,80,1,2,Personal L3,Agent,297.6,Four-Door Car,Small
JS36322,Arizona,Extended,High School or Below,Unemployed,M,0,Suburban,Single,136,14,69,1,8,Personal L3,Agent,1090.86434,Sports Car,Small
RE81445,Oregon,Basic,College,Employed,F,98132,Rural,Married,71,10,61,0,3,Personal L2,Branch,50.587035,Two-Door Car,Medsize
RM24280,Oregon,Premium,High School or Below,Unemployed,F,0,Suburban,Married,112,4,49,0,1,Personal L2,Agent,537.6,Four-Door Car,Medsize
LC25393,California,Extended,Bachelor,Employed,M,88220,Rural,Married,230,28,63,0,2,Personal L3,Call Center,151.528482,Luxury Car,Small
UX38930,Arizona,Extended,Master,Employed,F,58327,Urban,Married,129,31,5,0,3,Personal L3,Branch,347.075948,SUV,Medsize
HD95496,Oregon,Basic,Master,Employed,M,25950,Urban,Married,66,27,1,0,2,Personal L1,Agent,271.697529,Two-Door Car,Medsize
EG48956,Washington,Basic,College,Unemployed,M,0,Suburban,Married,63,35,59,3,3,Personal L2,Call Center,639.45899,Two-Door Car,Large
UF88986,Washington,Basic,College,Employed,F,39783,Suburban,Single,72,28,43,0,1,Personal L1,Branch,345.6,Two-Door Car,Medsize
DB42794,California,Premium,College,Employed,M,58842,Suburban,Married,110,6,74,0,1,Personal L1,Branch,528,Four-Door Car,Medsize
TE35785,California,Basic,Doctor,Unemployed,M,0,Suburban,Married,196,0,73,2,1,Personal L3,Branch,1337.063487,Luxury SUV,Large
CM55703,Washington,Basic,College,Employed,F,33746,Suburban,Divorced,74,1,6,1,1,Personal L3,Agent,355.2,Two-Door Car,Medsize
QN65180,Oregon,Extended,Bachelor,Employed,F,22254,Rural,Married,79,22,75,0,2,Personal L1,Call Center,125.194389,Four-Door Car,Large
GE47180,Nevada,Basic,High School or Below,Employed,M,65974,Rural,Married,113,3,43,0,3,Personal L3,Agent,235.220971,Sports Car,Medsize
VQ38776,Oregon,Extended,College,Unemployed,F,0,Suburban,Single,76,18,63,0,3,Personal L3,Agent,395.34111,Four-Door Car,Large
IN17648,Nevada,Basic,High School or Below,Unemployed,M,0,Suburban,Single,74,1,62,0,7,Personal L1,Agent,772.798511,Two-Door Car,Medsize
DF95759,Oregon,Extended,College,Unemployed,M,0,Suburban,Married,132,9,85,0,6,Personal L3,Agent,633.6,SUV,Medsize
QG45324,Oregon,Basic,High School or Below,Unemployed,F,0,Suburban,Married,73,9,14,0,2,Personal L2,Agent,350.4,Four-Door Car,Medsize
MN61620,Arizona,Extended,College,Employed,F,67752,Rural,Single,131,4,40,4,9,Personal L2,Web,168.517149,Sports Car,Small
FY13480,California,Extended,High School or Below,Unemployed,M,0,Suburban,Single,88,30,19,0,4,Personal L3,Web,633.6,Four-Door Car,Medsize
UM45563,Washington,Basic,Bachelor,Employed,M,68798,Rural,Single,114,19,69,0,1,Personal L2,Call Center,92.915251,SUV,Medsize
WE68644,Oregon,Basic,Bachelor,Medical Leave,F,20325,Suburban,Married,100,4,6,0,1,Personal L3,Branch,668.29397,Sports Car,Medsize
EZ30498,Oregon,Basic,Bachelor,Medical Leave,M,13129,Suburban,Married,117,15,93,0,6,Personal L3,Web,700.901632,SUV,Medsize
QY74517,Oregon,Basic,High School or Below,Unemployed,F,0,Suburban,Single,73,24,57,0,4,Personal L3,Branch,525.6,Four-Door Car,Large
MZ82036,Nevada,Basic,College,Employed,M,42536,Suburban,Divorced,63,30,57,0,6,Personal L1,Branch,375.330097,Four-Door Car,Medsize
TT82373,California,Extended,Bachelor,Employed,F,21450,Suburban,Married,138,15,35,0,4,Personal L2,Branch,938.513425,Sports Car,Medsize
IO33050,Oregon,Basic,High School or Below,Employed,F,40169,Urban,Divorced,65,1,47,1,3,Personal L3,Call Center,302.818833,Four-Door Car,Medsize
XA55917,California,Basic,College,Disabled,F,26049,Suburban,Married,113,10,15,1,9,Personal L1,Web,619.165344,SUV,Medsize
JK32620,Nevada,Basic,College,Unemployed,M,0,Suburban,Single,68,3,4,0,1,Personal L3,Web,326.4,Four-Door Car,Medsize
RQ19236,Arizona,Basic,Doctor,Employed,M,55411,Urban,Married,100,24,53,0,4,Personal L2,Web,259.561195,Sports Car,Medsize
QC47433,Oregon,Basic,College,Medical Leave,M,12459,Suburban,Married,70,4,41,0,1,Personal L2,Branch,336,Four-Door Car,Small
RA93608,Oregon,Extended,Bachelor,Employed,M,64620,Suburban,Married,76,24,32,1,2,Personal L2,Agent,364.8,Two-Door Car,Small
EI46264,California,Basic,High School or Below,Employed,M,56621,Rural,Married,65,27,36,2,1,Personal L2,Branch,84.026848,Four-Door Car,Medsize
LU89008,Arizona,Extended,College,Unemployed,F,0,Suburban,Single,83,35,87,0,8,Personal L3,Agent,628.023494,Four-Door Car,Medsize
NS10490,Oregon,Basic,Bachelor,Employed,F,83235,Suburban,Married,70,16,33,0,2,Personal L3,Agent,336,Two-Door Car,Medsize
KL98495,Nevada,Basic,College,Unemployed,M,0,Suburban,Married,74,7,93,0,2,Personal L2,Agent,426.655599,Two-Door Car,Medsize
IU96845,Arizona,Extended,College,Employed,M,32390,Rural,Married,80,20,36,0,8,Personal L3,Call Center,91.417923,Four-Door Car,Medsize
QL93655,Oregon,Extended,High School or Below,Employed,F,66538,Urban,Married,95,14,64,0,2,Personal L3,Agent,317.844812,Two-Door Car,Medsize
QZ42725,Washington,Basic,Bachelor,Unemployed,F,0,Suburban,Single,64,12,24,0,1,Personal L3,Agent,460.8,Four-Door Car,Medsize
LZ34046,Oregon,Basic,Bachelor,Employed,M,76358,Rural,Married,66,25,3,0,2,Personal L1,Agent,86.461582,Four-Door Car,Medsize
ZH19885,Washington,Basic,High School or Below,Employed,F,43860,Rural,Single,65,15,58,0,1,Personal L3,Agent,156.124914,Four-Door Car,Medsize
